Opportunity ID,Company Name,ARR,Stage,Win/Loss,Sales Rep,Industry,Deal Size,Days in Stage,Objection Category,Product Adoption Score,Customer Health Score,Renewal Probability
OPP-0440,Platform9 Inc,75000,Proposal,Open,Priya Nair,HR Tech,Mid-Market,63,Pricing,19,76,64.4
OPP-0441,Cloudgate Software,145000,Proposal,Open,Dana Kim,HealthTech,Mid-Market,65,Timing,25,66,59.3
OPP-0442,TerraLogic,70000,Qualification,Open,Riley Scott,HealthTech,Mid-Market,44,Contract Terms,11,45,57.5
OPP-0443,Lodestar AI,24000,Closed Lost,Lost,Marcus Rivera,Logistics,SMB,3,Timing,22,10,18.9
OPP-0444,Uplink AI,22000,Discovery,Open,Morgan Lee,RetailTech,SMB,13,ROI Justification,30,59,17.8
OPP-0445,Highpoint Tech,115000,Closed Won,Won,Jamie Wu,MarTech,Mid-Market,3,No Objection,66,88,75.4
OPP-0446,Deepwater Analytics,39000,Proposal,Open,Jordan Blake,Cybersecurity,SMB,46,ROI Justification,40,70,66.9
OPP-0447,Flux Platforms,540000,Proposal,Open,Alex Chen,FinTech,Enterprise,53,No Objection,21,73,62.7
OPP-0448,Brightpath Software,32000,Qualification,Open,Dana Kim,Legal Tech,SMB,25,No Objection,39,50,45.4
OPP-0449,Lumen Cloud,15000,Discovery,Open,Priya Nair,PropTech,SMB,25,Security Concerns,21,49,15.3
OPP-0450,Crest Cloud,710000,Proposal,Open,Dana Kim,Real Estate Tech,Enterprise,19,Timing,35,47,47.4
OPP-0451,Brookside AI,145000,Closed Won,Won,Priya Nair,PropTech,Mid-Market,2,No Objection,95,67,83.4
OPP-0452,Relay Platforms,450000,Negotiation,Open,Priya Nair,Real Estate Tech,Enterprise,30,Pricing,35,48,62.3
OPP-0453,Skymark Cloud,36000,Qualification,Open,Sam Torres,Logistics,SMB,40,Pricing,28,73,23.1
OPP-0454,Pinnacle Data,590000,Qualification,Open,Alex Chen,MarTech,Enterprise,37,Timing,23,49,36.8
OPP-0455,Conduit Software,110000,Proposal,Open,Riley Scott,E-Commerce,Mid-Market,35,No Objection,20,80,56.2
OPP-0456,Vortex Tech,32000,Discovery,Open,Casey Park,Manufacturing,SMB,17,Security Concerns,27,46,29.4
OPP-0457,Overture Tech,70000,Proposal,Open,Alex Chen,Insurance Tech,Mid-Market,25,ROI Justification,33,67,65.8
OPP-0458,Archway Tech,170000,Proposal,Open,Marcus Rivera,Logistics,Mid-Market,21,No Objection,28,49,56.5
OPP-0459,Cliffside AI,95000,Discovery,Open,Dana Kim,MarTech,Mid-Market,12,Security Concerns,9,40,22.1
OPP-0460,Nimbus Tech,90000,Negotiation,Open,Casey Park,EdTech,Mid-Market,68,Pricing,34,60,53.7
OPP-0461,Zenith Cloud,240000,Proposal,Open,Riley Scott,MarTech,Enterprise,37,No Objection,33,49,62.3
OPP-0462,Coda Analytics,690000,Discovery,Open,Priya Nair,MarTech,Enterprise,10,Timing,19,58,17.8
OPP-0463,Capstone Software,16000,Prospecting,Open,Casey Park,Legal Tech,SMB,11,Timing,14,32,40.5
OPP-0464,Ember Technologies,360000,Closed Lost,Lost,Casey Park,FinTech,Enterprise,3,Budget Freeze,24,49,18.2
OPP-0465,Centric Platforms,780000,Discovery,Open,Morgan Lee,FinTech,Enterprise,10,Budget Freeze,15,62,33.0
OPP-0466,Canopy Software,16000,Proposal,Open,Riley Scott,Logistics,SMB,38,Timing,50,55,69.5
OPP-0467,Lumina Analytics,60000,Proposal,Open,Sam Torres,Legal Tech,Mid-Market,59,No Objection,42,69,74.2
OPP-0468,Valleyforge Cloud,55000,Discovery,Open,Jordan Blake,PropTech,Mid-Market,31,Timing,18,44,54.5
OPP-0469,Arclight Solutions,17000,Discovery,Open,Casey Park,Cybersecurity,SMB,21,ROI Justification,28,59,31.1
OPP-0470,Meridian Software,115000,Discovery,Open,Jordan Blake,RetailTech,Mid-Market,26,Contract Terms,6,54,38.5
OPP-0471,Hardline Software,80000,Proposal,Open,Jamie Wu,HR Tech,Mid-Market,13,No Objection,14,69,56.5
OPP-0472,Ridge Systems,17000,Prospecting,Open,Morgan Lee,HR Tech,SMB,10,Budget Freeze,22,51,26.3
OPP-0473,Netcrest Analytics,29000,Prospecting,Open,Priya Nair,Real Estate Tech,SMB,11,Pricing,13,49,40.2
OPP-0474,Flatrock Cloud,75000,Discovery,Open,Marcus Rivera,HealthTech,Mid-Market,23,No Objection,20,51,42.5
OPP-0475,NovaTech Solutions,520000,Qualification,Open,Alex Chen,E-Commerce,Enterprise,27,Feature Gap,26,44,40.4
OPP-0476,Quantum Leap Inc,90000,Discovery,Open,Dana Kim,Legal Tech,Mid-Market,24,Security Concerns,17,51,54.6
OPP-0477,Nexus Platforms,80000,Closed Won,Won,Alex Chen,Legal Tech,Mid-Market,2,No Objection,90,92,95.8
OPP-0478,Luminary Data,34000,Negotiation,Open,Jamie Wu,Manufacturing,SMB,23,Security Concerns,39,53,64.3
OPP-0479,Cobalt Systems,20000,Qualification,Open,Casey Park,Manufacturing,SMB,12,No Objection,43,71,17.6
OPP-0480,Dockside AI,410000,Qualification,Open,Morgan Lee,Insurance Tech,Enterprise,33,No Objection,26,55,24.9
OPP-0481,Momentum Cloud,240000,Prospecting,Open,Casey Park,E-Commerce,Enterprise,12,ROI Justification,10,50,44.7
OPP-0482,Sagelink Analytics,30000,Discovery,Open,Dana Kim,Legal Tech,SMB,4,No Objection,29,56,48.2
OPP-0483,Eclipse Software,65000,Proposal,Open,Morgan Lee,MarTech,Mid-Market,48,Pricing,37,57,62.3
OPP-0484,Momentum AI,21000,Qualification,Open,Morgan Lee,E-Commerce,SMB,12,Contract Terms,12,46,20.5
OPP-0485,Orion Ventures,560000,Qualification,Open,Jamie Wu,MarTech,Enterprise,23,Contract Terms,22,53,29.6
OPP-0486,Compass Cloud,18000,Closed Won,Won,Priya Nair,FinTech,SMB,0,No Objection,94,76,84.7
OPP-0487,Synapse AI,350000,Discovery,Open,Casey Park,Logistics,Enterprise,29,ROI Justification,22,61,43.5
OPP-0488,Rampart Cloud,590000,Proposal,Open,Riley Scott,FinTech,Enterprise,49,Contract Terms,49,61,65.4
OPP-0489,Highlands Data,23000,Proposal,Open,Morgan Lee,DevTools,SMB,15,Timing,33,56,54.3
OPP-0490,Vanguard Data,120000,Discovery,Open,Morgan Lee,PropTech,Mid-Market,30,Competitor Preference,25,63,46.6
OPP-0491,Folio Data,770000,Discovery,Open,Sam Torres,Manufacturing,Enterprise,28,Feature Gap,6,45,21.6
OPP-0492,Signal Tech,115000,Prospecting,Open,Sam Torres,Logistics,Mid-Market,13,ROI Justification,19,53,47.7
OPP-0493,Cornerstone Data,21000,Discovery,Open,Alex Chen,Insurance Tech,SMB,27,No Objection,31,36,29.2
OPP-0494,Vantage Analytics,80000,Discovery,Open,Marcus Rivera,RetailTech,Mid-Market,19,Contract Terms,14,43,49.3
OPP-0495,Clearstep Analytics,470000,Prospecting,Open,Alex Chen,DevTools,Enterprise,18,Contract Terms,18,55,61.9
OPP-0496,Streamline Analytics,75000,Qualification,Open,Jamie Wu,FinTech,Mid-Market,41,No Objection,33,42,17.8
OPP-0497,Elevate Tech,25000,Closed Lost,Lost,Dana Kim,RetailTech,SMB,3,Budget Freeze,42,34,11.0
OPP-0498,Greenfield Tech,330000,Proposal,Open,Sam Torres,RetailTech,Enterprise,54,Timing,17,58,53.7
OPP-0499,Pulse Platforms,19000,Discovery,Open,Riley Scott,HealthTech,SMB,21,Stakeholder Alignment,30,49,25.2
OPP-0500,HighRidge Tech,19000,Discovery,Open,Sam Torres,E-Commerce,SMB,12,Stakeholder Alignment,12,65,50.3
